"label","text"
1," WSJ Report Claims Trump Considering Starting a New Political Party "
2," Today is 75th anniversary of the start of #Nuremberg war crimes tribunal of Nazi leaders. The world promised 'NEVER AGAIN'. But there's been indiscriminate bombing, torture &amp; mass murder in #Syria since 2011 and NO arrest warrants for #Assad regime. SHAME! "
3," You're right. Riots are criminal acts. And as I have said several times already Trump would never be charged by a court for incitement based on his speech or actions on Jan 6. Again this is your weakest argument."
2," Yep Obama/Biden were the gateway to Trump. Failed #neoliberal agenda. Here we go again. "
0," The spunkiest fairy of them all.💫 💓 your energy on stage last night. Great show! #PeterPan360 #NeverGrowUp"
0," I’ve been thinking about this moment from the campaign a lot these past few weeks. Nearly one third of rural Americans don’t have access to high-speed internet. Congress investing in affordable broadband services is more important than ever. "
1," #SmallBusiness owners can use this tool below to find a nearby lender eligible to issue an award to you under #PPP "
0," White guy threatens Black teen in front of her home in gated community, says ‘you don’t belong’ here "
0," AOC slams back in defense of progressives against centrist. - "
1," If America’s NOT first, WHO is? Are we second, are we third, are we off the list in some cases? This cannot be sustained. It WILL do tremendous damage to our economy, to our morale. We must be alert to stand up to this! I address the issue HERE: "
3," Anyone who wanted to use the government to police people's private lives was never an ally in the first place."
0," Our campaign is committed to building a broad coalition of supporters that is diverse and inclusive. Proud to share one of our newest ads, “Stand Together.” "
0," #Missouri Misery? St. Louis County State Senator Who Said Risking #COVID Is ‘My Choice’ Now Sick | St. Louis Public Radio "
0," And who shushed that nonsense in the Senate IMMEDIATELY and decisively? , then VP and currently President-elect."
0," Tune in as I hold my weekly press conference live at the U.S. Capitol. "
0," Science shows that wearing a mask doesn’t just protect you—it protects others. Wearing a mask isn’t just the right thing to do, it’s patriotic. "
3," Alligator climbs fence in Florida via "
3," Dogecoin is the people’s crypto"
0," Yes, because there are people in those nations who are being persecuted because they are Christians, love the USA or have assisted our troops. It's our DUTY to protect them from harm and alowing them to live in this country is often the best way to do that. "
2," Lower and lower. America’s most important amendment is not the 2nd, but the 25th, removing an unfit president from office #NeverAgain "
1," Already? "
0," I can't hit the campaign trail in-person due to COVID-19 — so instead, I’m traveling across the country from my home in Delaware. Head over to my Instagram to catch up on today’s trip to Florida 📲."
2," Congrats to Sarah, but PEPCO... Turn back on the electricity for those at the Venezuelan embassy! Their bill is paid. You are cooperating in violating the Vienna Convention."
0," Before confinement. Former #USSR. #СССР #history "
0," Hell yea! (Love your new pic sis!)"
1," The world is a safer place today because al-Baghdadi has been brought to justice. I applaud our intelligence professionals, the brave servicemembers who risked everything to carry out this mission, and President Trump and his team. My full statement: "
1," How many &amp; Amazon ’s do you have lying on your sofa right now?"
0," “...the GBI arrested Gregory McMichael, age 64, and Travis McMichael, age 34, for the death of Ahmaud Arbery. They were both charged with murder and aggravated assault. The McMichaels were taken into custody and will be booked into the Glynn County Jail.”"
1," 📣 New Podcast! ""Fr. Frank Pavone's Homily for March 21, 2021: Christ, Lifted Up, Draws Us To Himself"" on "
1," The full story of 'Crossfire Hurricane' exposed "
1," Fully agree. 👇 "
1," Dems continue their assault on police. Why do they value radical politics more than your family’s safety? "
3," Charitable organizations will always exist. They happen to have to file for a special tax status under our current system."
1," #BigFacts "
0," This was purely a bullsh*t power play by ⁦⁩ to show the Biden administration that *he’s* the real king maker in the Senate now. "
1," Global Cops: Will US Jail Chinese Tech Exec? "
0," At this point with the exception of the treasonous trader’s from the house your own party is genuinely sick of you. MAGA supporters that still exist will probably feel hurt by the GOP and start their own stupid party. That will just be gold for Democrats for decades."
3," gotta thank Reed again for all the support he's been giving me and our other candidates"
1," as a community, you have a culture of vile anti-Black racism.. Our Black brothers and sisters who are LGBTQ have repeatedly said this"
3," The fact the majority of our students in New Mexico aren't in school five days a week is an absolute failure of leadership on the part of and The science was clear last summer schools should have been open. This failure will have lasting harm on our students. "
3," There are fighters with freakish power, and then there’s , a freak amongst freaks. Not since Mike Tyson have we had such an exciting American KO artist Heavyweight Champion. Congrats to the champ!! "
1," Does anyone know what caused Democrats to suddenly change their mind on #TaxReform? "
1," PELOSI’S IMPEACHMENT OBSESSION: Despite calls for “unity” emanating from her party, House Speaker Nancy Pelosi is still talking about impeaching Donald Trump."
1," Media: to : ""These 1/6 prosecutions are so essential. We want [militia members] to turn on each other, we want them to know #Trump will not save them."" And January's violence ""is a straight line to the strategy"" of voter suppression, as in GA. "
3," ""Polanyi’s theories are an example of a once‐​popular economic history that has been systematically dismantled by superior economic historians."" "
